bcycle_houston_2061,bcycle_houston_2062,bcycle_houston_2063,bcycle_houston_2201,bcycle_houston_2202,bcycle_houston_2203,bcycle_houston_2270,bcycle_houston_2271,bcycle_houston_2272,bcycle_houston_2273,bcycle_houston_2274,bcycle_houston_2277,bcycle_houston_2279,bcycle_houston_2280,bcycle_houston_2282,bcycle_houston_2283,bcycle_houston_2284,bcycle_houston_2285,bcycle_houston_2288,bcycle_houston_2291,bcycle_houston_2369,bcycle_houston_2433,bcycle_houston_2434,bcycle_houston_2435,bcycle_houston_2436,bcycle_houston_2438,bcycle_houston_2439,bcycle_houston_2441,bcycle_houston_2529,bcycle_houston_3365,bcycle_houston_3374,bcycle_houston_3393,bcycle_houston_3478
6,6,6,6,8,7,8,8,7,6,8,5,5,6,6,8,5,7,6,7,7,8,6,6,7,6,5,6,6,7,8,7,4
